"gene","gene_len","transcript_len","intron_len"
"1810034E14Rik",19446,1802,17644
"Aaed1",20875,972,19903
"Gm31128",27238,324,26914
"Ctsl",7670,2327,5343
"1700015C15Rik",4481,265,4216
"Cdk20",7360,2113,5247
"Gm31218",58926,1249,57677
"Gm7712",1377,1377,0
"1190003K10Rik",16547,1362,15185
"Gm4810",1609,1609,0
"Gm5791",736,736,0
"Gm4935",1289,1289,0
"Gm7065",545,545,0
"Cntnap3",167223,5874,161349
"Eif1-ps2",1222,1222,0
"Spata31",5790,3233,2557
"Gm4811",1223,1223,0
"Gm6888",1526,856,670
"Spata31d1c",4947,3390,1557
"Prss47",8374,1778,6596
"Hiatl1",47971,3490,44481
"LOC102633809",441,320,121
"Olfr465-ps1",948,948,0
"Olfr466",927,927,0
"Nlrp4f",28606,3527,25079
"Gm36445",8916,2494,6422
"Zfp369",21137,5195,15942
"Gm3800",636,636,0
"Gm7762",11703,2818,8885
"Vmn2r-ps95",14007,14007,0
"Gm7768",597,597,0
"LOC105245538",2839,1916,923
"LOC105245537",639,190,449
"Gm21930",1124,1124,0
"Gm31714",17703,1893,15810
"LOC105245540",46494,286,46208
"Gm5792",629,629,0
"Vmn2r-ps96",13903,13903,0
"Hmgb1-ps11",796,796,0
"LOC102634499",2529,779,1750
"Gm19428",11906,2005,9901
"Gm6901",629,629,0
"Vmn2r-ps97",13941,13941,0
"Gm3829",597,597,0
"LOC102634730",10339,2587,7752
"LOC105245539",1591,207,1384
"LOC100534322",65535,65535,0
"Gm19118",65535,65535,0
"Vmn2r-ps98",77739,77739,0
"LOC105245541",14331,429,13902
"Gm7822",596,596,0
"Vmn2r-ps99",13893,2484,11409
"Gm6917",645,645,0
"Gm17353",10818,1517,9301
"Gm32476",14658,214,14444
"Vmn2r-ps100",4488,4488,0
"LOC105245542",12297,321,11976
"LOC102640480",1361,1361,0
"Gm6910",1720,1720,0
"Gm21931",1463,1463,0
"Gm10324",9384,1920,7464
"Gm17514",65535,65535,0
"Vmn2r-ps102",5260,5260,0
"LOC105245577",27639,1517,26122
"Vmn2r-ps103",6224,6224,0
"Gm21029",1113,1113,0
"Gm18260",993,993,0
"Gm26715",62654,764,61890
"Vmn2r-ps104",4484,4484,0
"Gm33043",15576,1125,14451
"Gm19119",725,725,0
"2410141K09Rik",23005,515,22490
"Gm26806",16675,1472,15203
"Vmn2r-ps105",4684,4684,0
"Gm19117",26124,26124,0
"Gm10769",850,850,0
"LOC102639376",2628,1098,1530
"Gm18412",945,945,0
"LOC102636110",10869,1742,9127
"Vmn2r-ps106",15607,15607,0
"LOC105245543",15829,539,15290
"LOC105245544",12224,453,11771
"LOC105245578",10631,1553,9078
"Vmn2r-ps108",5339,5339,0
"LOC100534325",1122,1122,0
"LOC105245545",11403,2026,9377
"Gm5196",1724,1724,0
"Vmn2r-ps109",3562,3562,0
"Gm7911",622,622,0
"Uqcrb",4730,503,4227
"Gm10767",3752,1652,2100
"Mterf3",27617,2766,24851
"Ptdss1",65572,3424,62148
"4933433G19Rik",35588,1061,34527
"Zfp712",22577,3970,18607
"Zfp708",28579,2634,25945
"Gm17938",651,651,0
"Rslcan18",17416,2981,14435
"Zfp759",17277,4314,12963
"Rsl1",10318,2046,8272
"LOC102636462",2554,2554,0
"Zfp455",14793,2712,12081
"Gm33446",2234,550,1684
"LOC105245546",210,171,39
"Zfp458",14151,3488,10663
"F630042J09Rik",4768,3164,1604
"Zfp457",13963,2292,11671
"Zfp595",20707,5222,15485
"Zfp953",21264,4641,16623
"Gm17039",5012,4904,108
"Zfp456",12180,4079,8101
"Zfp429",10541,3618,6923
"Zfp459",37591,5027,32564
"Gm33787",3040,988,2052
"Zfp874a",11194,3307,7887
"Gm7928",1098,1098,0
"Zfp874b",14724,5767,8957
"Zfp58",10356,2359,7997
"Gm18261",923,923,0
"Zfp87",10451,2710,7741
"Zfp748",14512,4615,9897
"9430065F17Rik",17735,1313,16422
"AA987161",20269,4835,15434
"A530054K11Rik",21754,6271,15483
"Zfp738",56886,4725,52161
"Zfp65",23868,3960,19908
"Gm34146",2422,867,1555
"Zfp85os",27577,2908,24669
"Zfp85",10671,5601,5070
"Gm9894",819,819,0
"Zfp493",9390,3274,6116
"4930525G20Rik",34392,2987,31405
"Gm9625",1100,1100,0
"Zfp273",13897,3033,10864
"LOC102637366",13903,3872,10031
"BC048507",598,598,0
"LOC105245547",5324,3573,1751
"Gm7969",4757,2884,1873
"AA414992",1803,1803,0
"LOC101056219",3462,1580,1882
"Gm8016",3541,1654,1887
"LOC105245579",12032,5070,6962
"Mtrr",21342,4461,16881
"Fastkd3",10176,2851,7325
"1700001L19Rik",16793,1808,14985
"Gm34903",2241,1649,592
"Adcy2",379499,4211,375288
"Gm34993",7784,3882,3902
"Gm7979",1133,1133,0
"Gm35161",31967,4004,27963
"Gm35049",64084,1810,62274
"Gm26844",2748,684,2064
"Gm35444",16585,1351,15234
"LOC102640696",1087,495,592
"Gm35514",2019,594,1425
"Papd7",36285,4376,31909
"LOC105245580",1137,1137,0
"A530095I07Rik",1767,1320,447
"LOC105245548",5174,2017,3157
"Gm18882",807,807,0
"Srd5a1",38452,3456,34996
"Nsun2",23765,4280,19485
"Gm17872",749,749,0
"Gm18313",1740,1740,0
"Gm35618",2848,1777,1071
"LOC105245550",5943,2004,3939
"LOC105245549",7076,1367,5709
"Ube2ql1",37066,2682,34384
"LOC105245551",1167,1064,103
"4930547H16Rik",825,617,208
"LOC102639453",184,184,0
"LOC102641430",12377,799,11578
"Med10",13757,2984,10773
"4933416O17Rik",4123,935,3188
"Gm36019",12842,2872,9970
"1700084F23Rik",24299,1044,23255
"Gm3772",103959,930,103029
"4930520P13Rik",15301,505,14796
"Gm36216",11378,248,11130
"Gm36267",23410,1971,21439
"1700100L14Rik",2864,682,2182
"Ice1",49151,7880,41271
"LOC105245552",4140,3642,498
"Gm36377",6121,3376,2745
"Gm36474",6822,485,6337
"Gm36426",5271,1815,3456
"Gm36607",29492,3604,25888
"Adamts16",114051,8872,105179
"Gm36529",19193,1658,17535
"8030423J24Rik",3154,2712,442
"Gm36734",2094,1825,269
"Gm36785",7585,2863,4722
"LOC105245553",27006,259,26747
"Mir466f-4",121,121,0
"LOC105245554",21764,506,21258
"LOC102640882",125098,827,124271
"LOC105245555",56262,1032,55230
"Irx1",5492,2062,3430
"Gm4052",454,454,0
"Rpl9-ps4",718,718,0
"Gm4057",380,380,0
"LOC105245556",5081,1008,4073
"LOC102641841",57877,8935,48942
"Gm20554",5099,5099,0
"Irx2",6126,2831,3295
"LOC105245557",7088,259,6829
"D730050B12Rik",7163,585,6578
"Gm30049",7461,5126,2335
"Gm30154",22976,3293,19683
"4930555K05Rik",23010,544,22466
"Rpl31-ps2",540,540,0
"Irx4",10033,3895,6138
"Gm10263",318,318,0
"Ndufs6",8607,567,8040
"Mrpl36",1170,902,268
"D630045M09Rik",2720,1306,1414
"Lpcat1",49217,3966,45251
"Slc6a3",43145,5102,38043
"Clptm1l",16638,2378,14260
"Tert",23047,4856,18191
"Slc6a18",16274,4405,11869
"Slc6a19",20951,4267,16684
"Slc6a19os",10031,1535,8496
"Slc12a7",83703,6308,77395
"Nkd2",29103,4021,25082
"LOC102632224",639,639,0
"Gm30303",5397,1038,4359
"Gm30432",1884,341,1543
"Trip13",25306,2281,23025
"Brd9",23071,2888,20183
"LOC105245558",4831,350,4481
"Zdhhc11",29139,1900,27239
"Gm10126",300,300,0
"Tppp",26335,5662,20673
"Gm6263",1718,1718,0
"Cep72",25820,5329,20491
"Slc9a3",83189,5791,77398
"LOC105245559",9163,887,8276
"Exoc3",38934,5469,33465
"Ahrr",81214,6019,75195
"Pdcd6",14455,1773,12682
"Sdha",27986,2859,25127
"LOC105245560",1332,1332,0
"Ccdc127",15467,8615,6852
"Lrrc14b",4419,2746,1673
"Zfp72",22180,4826,17354
"Gm8227",581,581,0
"Gm10116",929,929,0
"Mir692-3",109,109,0
"LOC105245561",7685,2511,5174
"LOC102632416",11435,4063,7372
"E430024I08Rik",16664,2640,14024
"Zfp825",13894,1383,12511
"Gm20590",65535,65535,0
"Gm5626",1200,1200,0
"Erap1",52308,4360,47948
"Cast",116509,5821,110688
"Gm6296",1344,1344,0
"Hnrnpa1l2-ps",1502,1416,86
"Gm30867",17042,170,16872
"Pcsk1",45447,5120,40327
"Gm19095",731,731,0
"Gm8278",3095,3095,0
"Gm3926",1123,1123,0
"Gm4149",364,364,0
"Mir682",96,96,0
"LOC105245562",53598,334,53264
"Ell2",64878,3652,61226
"Gm8288",590,590,0
"LOC105245563",28936,6700,22236
"Glrx",10279,1340,8939
"Rhobtb3",74401,5466,68935
"Gm15528",1018,1018,0
"Gm6311",948,948,0
"Spata9",38985,2184,36801
"Rfesd",17178,2906,14272
"LOC102633176",921,921,0
"Gpr150",2146,2146,0
"Arsk",38246,3664,34582
"LOC105245564",697,276,421
"Gm31161",3161,2105,1056
"Ttc37",91594,7466,84128
"Fam81b",94770,1770,93000
"Gm31219",32727,658,32069
"Gm31516",7729,635,7094
"Gm10760",2738,2738,0
"Mctp1",648324,6878,641446
"Gm18314",959,959,0
"Gm15740",1289,1289,0
"Gm18563",1683,1683,0
"Gm8185",803,803,0
"Ankrd32",92381,4690,87691
"Gm29844",34804,976,33828
"2210408I21Rik",478144,8162,469982
"Gm9634",764,764,0
"Atp5c1-ps",1402,918,484
"Fam172a",457563,10175,447388
"Pou5f2",1395,1395,0
"Gm18990",1649,1649,0
"LOC102642321",59115,6805,52310
"Nr2f1",10202,4213,5989
"A830082K12Rik",38548,2305,36243
"Gm5042",597,597,0
"Gm3963",1073,1073,0
"LOC105245565",3074,263,2811
"Gm6317",6361,1210,5151
"Gm31946",15596,711,14885
"Gm32067",153271,2174,151097
"Gm8345",1067,1067,0
"Gm19320",476,476,0
"Gm5197",1205,1205,0
"Gm8371",617,617,0
"Arrdc3",12705,5317,7388
"5430425K12Rik",8195,1253,6942
"Gm4211",3771,2473,1298
"9330111N05Rik",115784,1407,114377
"Gm4813",806,806,0
"Gm8399",1484,1484,0
"Gm18517",1069,1069,0
"Gpr98",538130,22065,516065
"Gm32639",25463,5509,19954
"Lysmd3",15215,4256,10959
"Polr3g",37177,3060,34117
"Mblac2",41859,3881,37978
"LOC105245566",1176,807,369
"Cetn3",13911,3868,10043
"Gm32836",1852,943,909
"LOC105245567",1581,419,1162
"LOC105245568",2963,540,2423
"Gm4936",932,932,0
"Mir3961",59,59,0
"Gm33020",1953,436,1517
"Gm33073",48858,1129,47729
"Gm33217",39566,3464,36102
"LOC105245569",13560,426,13134
"Gm33274",3495,277,3218
"Gm33317",5553,662,4891
"Mef2c",163046,7816,155230
"Gm33492",5055,3447,1608
"LOC105245570",63873,3591,60282
"C130071C03Rik",7564,1368,6196
"Mir9-2",72,72,0
"Gm6411",1198,1198,0
"Gm5452",1605,1605,0
"2810049E08Rik",37503,1102,36401
"Gm8447",1054,1054,0
"Gm17750",39721,774,38947
"Gm8456",459,323,136
"A230107N01Rik",2651,2433,218
"Tmem161b",73780,3974,69806
"Gm26927",5834,1225,4609
"LOC105245571",10791,9057,1734
"Gm34196",332402,1871,330531
"Gm34246",22505,2575,19930
"Gm4059",609,609,0
"Gm4066",1275,1213,62
"Ccnh",24350,2079,22271
"Rasa1",74795,6215,68580
"Gm5666",902,902,0
"Gm34526",21870,1748,20122
"Cox7c",1998,449,1549
"Gm18265",799,799,0
"LOC105245572",6107,155,5952
"Gm19239",522,522,0
"Gm8526",466,466,0
"Gm19139",2057,2057,0
"Gm34585",56979,880,56099
"Gm5667",1047,1047,0
"Edil3",501754,5358,496396
"LOC102637959",8053,4143,3910
"Gm18317",1003,1003,0
"Gm34699",40450,2718,37732
"Hapln1",71304,5162,66142
"LOC100534278",1256,1256,0
"Vcan",87386,15363,72023
"Gm16318",602,602,0
"Gm4117",64019,12521,51498
"Gm34789",4711,1306,3405
"Xrcc4",240705,2113,238592
"Tmem167",25255,10809,14446
"LOC102638344",97881,2675,95206
"LOC105245573",2274,905,1369
"Gm29680",37926,2823,35103
"Gm35111",82416,947,81469
"Gm18518",1000,1000,0
"Atp6ap1l",21917,1274,20643
"Rps23",1611,555,1056
"Atg10",289445,3005,286440
"Gm35245",10598,4165,6433
"Gm17450",3732,3732,0
"LOC105245574",27625,267,27358
"Gm4130",1489,1489,0
"A830009L08Rik",19096,2807,16289
"Ssbp2",245197,8898,236299
"LOC105245576",5276,856,4420
"Gm35445",2832,2781,51
"LOC105245575",3123,3042,81
"4833422C13Rik",40208,5617,34591
"Acot12",44638,3059,41579
"Zcchc9",11478,2314,9164
"Ckmt2",23537,1524,22013
"Rasgrf2",251088,5843,245245
"Msh3",143125,4867,138258
"LOC105245585",7140,7140,0
"Dhfr",34271,5290,28981
"LOC102633605",2213,2213,0
"Ankrd34b",16018,4414,11604
"Fam151b",34671,1642,33029
"Zfyve16",45607,8041,37566
"Spz1",1602,1602,0
"Serinc5",100810,5319,95491
"LOC105245586",1748,1401,347
"Gm5199",680,680,0
"Thbs4",43233,3202,40031
"Mtx3",13488,7322,6166
"Gm31630",25714,4499,21215
"LOC105245587",17762,1056,16706
"Cmya5",105151,12989,92162
"Gm31745",14059,4951,9108
"Gm4814",1452,907,545
"A630019I02Rik",4136,2990,1146
"Papd4",46696,3749,42947
"LOC105245588",1352,953,399
"Gm2076",1185,1185,0
"Homer1",100635,6271,94364
"Gm18960",719,719,0
"Jmy",69712,8780,60932
"Gm6109",1282,1282,0
"Gm30155",706,706,0
"Gm18133",544,544,0
"Gm31977",2662,1328,1334
"Bhmt",20868,2071,18797
"Bhmt2",18206,2090,16116
"Dmgdh",78388,2979,75409
"AW495222",13076,950,12126
"LOC105245589",3528,2151,1377
"Arsb",171994,4896,167098
"Mir5624",61,61,0
"Cycs-ps3",845,845,0
"Lhfpl2",137755,7882,129873
"Scamp1",84394,4013,80381
"Gm32089",5803,1437,4366
"LOC105245651",3224,1845,1379
"LOC102643051",3670,1033,2637
"LOC105245590",3448,1263,2185
"Gm9776",2177,2177,0
"Ap3b1",207365,4067,203298
"Gm32305",10943,672,10271
"Gm32351",6532,1107,5425
"Tbca",53957,503,53454
"Otp",9504,8801,703
"Wdr41",47104,3525,43579
"LOC105245592",3817,3706,111
"LOC105245591",4621,3124,1497
"Pde8b",226293,5788,220505
"LOC105245593",36339,14421,21918
"Gm32586",3041,2644,397
"Zbed3",14238,2651,11587
"Snora47",126,126,0
"Aggf1",24675,3254,21421
"Crhbp",13456,1681,11775
"S100z",2114,474,1640
"F2rl1",13523,2768,10755
"LOC105245594",9984,5332,4652
"Gm32640",3960,700,3260
"F2r",16645,3296,13349
"Iqgap2",264793,5858,258935
"Gm33074",8102,1010,7092
"F2rl2",5849,2464,3385
"Gm32702",14552,4798,9754
"Sv2c",173135,4252,168883
"Gm33119",2154,227,1927
"Gm20075",2143,2143,0
"Gm17190",914,914,0
"LOC105245595",1556,976,580
"Gm8712",837,837,0
"Poc5",27294,3157,24137
"Ankdd1b",56325,5103,51222
"Polk",61960,4452,57508
"Col4a3bp",97433,5611,91822
"Hmgcr",21975,4840,17135
"Gm33171",5725,2284,3441
"Ankrd31",161506,5970,155536
"Gcnt4",26563,7346,19217
"LOC105245596",18399,1118,17281
"LOC105245597",42965,841,42124
"1700029F12Rik",13391,1318,12073
"Fam169a",62691,5316,57375
"Gm6169",870,870,0
"Nsa2",8500,2686,5814
"Gfm2",43260,5798,37462
"Hexb",22027,1905,20122
"Enc1",11936,4743,7193
"Gm33390",5418,560,4858
"Gm33447",5977,2680,3297
"Lincenc1",62695,3544,59151
"Gm8756",1128,1128,0
"LOC105245599",6910,4053,2857
"LOC105245598",6070,3921,2149
"Gm5086",23995,1297,22698
"Gm34087",20267,971,19296
"5330416C01Rik",66638,8286,58352
"Gm10260",523,523,0
"LOC105245600",17063,1227,15836
"Gm34388",28191,2811,25380
"Arhgef28",308031,11247,296784
"Gm34469",8029,2413,5616
"Utp15",16148,4071,12077
"Ankra2",11679,3281,8398
"LOC102637808",27831,1394,26437
"Btf3",7110,1129,5981
"Foxd1",2461,2461,0
"Gm2445",1207,1207,0
"2310005E17Rik",10956,1186,9770
"LOC101055909",496,496,0
"LOC105245601",6229,2679,3550
"LOC105245602",25925,6152,19773
"Gm4815",991,991,0
"Tmem174",2433,2252,181
"Tmem171",9381,1946,7435
"Gm9465",5194,2327,2867
"Fcho2",92364,5439,86925
"Gm34995",16157,631,15526
"Gm18134",514,514,0
"Tnpo1",87366,8613,78753
"Gm5453",613,613,0
"LOC105245603",2894,543,2351
"Gm35215",9163,1669,7494
"Gm30328",3563,467,3096
"1700024P04Rik",476,476,0
"LOC105245604",4352,4277,75
"Gm35279",7230,1633,5597
"Gm35416",552,552,0
"Gm35493",973,894,79
"2310020H05Rik",11394,718,10676
"Gm807",21765,5161,16604
"LOC105245605",3340,868,2472
"Zfp366",62210,2758,59452
"Ptcd2",25030,1675,23355
"Mrps27",70796,1991,68805
"LOC105245607",7348,4319,3029
"LOC105245606",13413,3154,10259
"6430562O15Rik",1991,1721,270
"Map1b",95139,12298,82841
"Gm26559",9327,1560,7767
"Cartpt",2201,875,1326
"LOC105245608",14928,6450,8478
"Mccc2",67108,2124,64984
"Bdp1",86080,10137,75943
"Serf1",6215,589,5626
"Smn1",14495,1533,12962
"Naip2",58060,4853,53207
"Gm18413",655,655,0
"Naip1-rs1",263,263,0
"Naip5",43033,5563,37470
"Naip3-ps1",18483,2138,16345
"Naip6",35496,6705,28791
"Naip3",49238,49238,0
"Gm18601",1774,1774,0
"Naip1",45101,5367,39734
"Rpl31-ps13",415,415,0
"Gtf2h2",32825,2642,30183
"Ocln",57186,5464,51722
"Gm8847",631,631,0
"Marveld2",21015,3382,17633
"Rad17",33898,3054,30844
"Ak6",15073,990,14083
"Taf9",4718,1334,3384
"Ccdc125",28307,3506,24801
"Cdk7",33919,7598,26321
"Mrps36",8720,716,8004
"Cenph",16214,1420,14794
"LOC105245609",420,420,0
"Ccnb1",7812,2380,5432
"Slc30a5",30919,3332,27587
"LOC105245610",450,190,260
"LOC105245611",838,838,0
"Gm10257",1030,1030,0
"LOC105245612",82838,1211,81627
"Gm6114",1155,1155,0
"Gm36427",80049,1258,78791
"5930438M14Rik",15425,2439,12986
"4933416M06Rik",39078,1285,37793
"LOC102639950",162446,3771,158675
"Gm2534",431,431,0
"4922502H24Rik",5710,405,5305
"LOC105245613",15981,7478,8503
"Gm36475",25985,652,25333
"Gm19010",641,641,0
"Gm36553",23450,732,22718
"Pik3r1",87457,8659,78798
"Gm19108",767,767,0
"Gm17832",825,825,0
"LOC105245614",15687,777,14910
"Gm36703",6986,845,6141
"Gm36921",1771,360,1411
"LOC105245615",10342,1082,9260
"Gm29870",1391,771,620
"Gm29927",46615,1835,44780
"LOC105245652",2499,1531,968
"LOC105245616",5052,949,4103
"Cd180",13074,2326,10748
"Mast4",603353,13579,589774
"1700099I09Rik",1642,885,757
"Gm30106",46428,8936,37492
"Gm30050",3853,355,3498
"Gm6211",1100,1100,0
"LOC105245653",125936,1228,124708
"Gm5454",2387,2387,0
"Gm16416",555,555,0
"LOC105245617",12918,677,12241
"Gm30551",117105,2270,114835
"Gm6080",643,643,0
"Srek1",35256,11680,23576
"Erbb2ip",101801,6664,95137
"D130037M23Rik",3130,3130,0
"Nln",86611,4728,81883
"Gm30967",8692,2565,6127
"Gm30924",1543,1351,192
"Gm30868",2463,2379,84
"Sgtb",32769,3863,28906
"Trappc13",36551,5070,31481
"Trim23",24648,5819,18829
"Ppwd1",23976,2799,21177
"Cenpk",21012,2274,18738
"Adamts6",209348,9368,199980
"Gm8680",437,437,0
"Cwc27",185643,2403,183240
"Srek1ip1",21421,1688,19733
"Fam159b",18611,1310,17301
"LOC105245618",6934,661,6273
"Gm4938",875,875,0
"Rgs7bp",109027,7111,101916
"4933425L06Rik",39661,2157,37504
"Rnf180",164324,6443,157881
"LOC105245619",13490,642,12848
"Gm31130",22951,761,22190
"Htr1a",4441,4441,0
"LOC105245620",16247,439,15808
"Olfr717-ps1",589,589,0
"Gm7054",830,830,0
"Dph3b-ps",640,640,0
"Gm31220",1102,449,653
"Gm30411",48895,2064,46831
"Ipo11",142521,6168,136353
"Dimt1",13183,2632,10551
"Kif2a",61644,4783,56861
"3830408C21Rik",10949,1898,9051
"Gm31452",85147,5306,79841
"LOC105245621",8468,240,8228
"Gm31715",1994,1037,957
"Gm2726",579,579,0
"Gm2736",16004,669,15335
"Apoo-ps",605,605,0
"AI197445",9367,5610,3757
"Gm31803",11252,4548,6704
"Gm32004",42563,3809,38754
"Gm31920",47254,4586,42668
"Gm32090",59083,2460,56623
"Gm32186",7520,3365,4155
"1700006H21Rik",4772,622,4150
"Zswim6",165448,5457,159991
"LOC105245623",5674,5635,39
"LOC105245622",1719,1651,68
"LOC105245624",6637,523,6114
"LOC102641408",11242,581,10661
"LOC105245625",3375,2340,1035
"LOC102634835",5569,2511,3058
"LOC105245626",15990,4969,11021
"Smim15",4702,2115,2587
"Ndufaf2",106066,807,105259
"Ercc8",40591,6556,34035
"Gm32268",6802,2658,4144
"Elovl7",72782,5515,67267
"Gm32376",2446,2446,0
"Gm30747",4246,2227,2019
"Gm8990",3363,3293,70
"Depdc1b",73555,3301,70254
"LOC105245627",5720,1255,4465
"Gm32450",11640,7209,4431
"Gm27572",1885,1033,852
"Pde4d",1301793,16015,1285778
"Rps3a3",864,864,0
"Gm6247",827,827,0
"Gm18923",645,645,0
"Mir582",81,81,0
"Gm32813",18958,5985,12973
"Gm32703",15779,2908,12871
"Gm32641",4367,3334,1033
"Mir1904",80,80,0
"Gm32881",16238,1345,14893
"Rab3c",226855,9235,217620
"LOC105245628",23549,3213,20336
"Gm5455",1830,1830,0
"Gapt",4660,2157,2503
"LOC105245629",24851,418,24433
"Plk2",5801,2802,2999
"Gm32990",9514,1392,8122
"Gm33045",15500,3794,11706
"LOC105245630",13234,626,12608
"Gm33172",3100,1450,1650
"Gm30839",331,331,0
"LOC102636142",21428,1170,20258
"4930526H09Rik",4782,2283,2499
"Gm18315",1621,1621,0
"3110015C05Rik",17963,938,17025
"Actbl2",2737,2737,0
"LOC101055980",801,801,0
"Gpbp1",64444,3748,60696
"Gm15290",27628,729,26899
"LOC105245631",64640,754,63886
"Mier3",32440,5868,26572
"LOC102633089",2800,2800,0
"Map3k1",71837,10416,61421
"Gm15327",1907,1018,889
"LOC105245632",18235,468,17767
"Gm15325",2307,697,1610
"Gm15326",4002,1422,2580
"Ncf2-rs",2069,1860,209
"Gm15322",53353,1050,52303
"Gm15323",11230,785,10445
"LOC105245633",3246,2342,904
"LOC105245634",1196,790,406
"Gm31104",1238,1005,233
"LOC105245635",3747,1003,2744
"Gm33849",5094,791,4303
"LOC105245636",20219,541,19678
"Ankrd55",95552,4483,91069
"LOC105245637",3728,2524,1204
"Gm33905",11896,2029,9867
"Il6st",42791,5452,37339
"Il31ra",69551,5452,64099
"LOC105245638",19130,128,19002
"Gm3226",1556,1556,0
"Ddx4",54297,3818,50479
"Slc38a9",78062,11091,66971
"Gm18883",515,515,0
"Gm34024",5916,3103,2813
"LOC105245639",30914,2729,28185
"Ppap2a",67168,2436,64732
"Skiv2l2",59601,3309,56292
"Dhx29",41658,4413,37245
"LOC102637219",2590,2590,0
"LOC105245640",803,151,652
"Ccno",2977,1876,1101
"Mcidas",6923,2803,4120
"Cdc20b",88066,7358,80708
"Mir449c",109,109,0
"Mir449b",80,80,0
"Mir449a",91,91,0
"Gpx8",3626,1016,2610
"Gzma",7155,878,6277
"1700084D21Rik",7928,442,7486
"Gzmk",9024,792,8232
"LOC105245641",35105,962,34143
"Esm1",8446,2103,6343
"BC067074",78086,9003,69083
"LOC105245642",9420,3084,6336
"LOC105245643",4441,1432,3009
"4921509O07Rik",56557,2567,53990
"Gm31191",364,364,0
"Gm34471",60871,8422,52449
"Gm34528",3684,1331,2353
"Snx18",26386,4447,21939
"Gm34586",33334,8893,24441
"Hspb3",781,781,0
"Gm31276",11653,1425,10228
"Gm6343",751,751,0
"Arl15",362957,4979,357978
"A430090L17Rik",27245,3687,23558
"LOC105245644",9120,5395,3725
"Ndufs4",100300,1534,98766
"LOC105245645",425,425,0
"Fst",6690,2861,3829
"LOC105245646",17462,1521,15941
"4930467J12Rik",20615,577,20038
"4930544M13Rik",90595,1412,89183
"Gm34790",33742,511,33231
"Mocs2",11184,1889,9295
"Itga2",96130,4218,91912
"Gm34845",4860,4482,378
"Itga1",143886,5984,137902
"Pelo",1804,1572,232
"LOC105245647",32437,260,32177
"Gm18759",1219,1219,0
"Gm6035",1297,1297,0
"Gm18135",518,518,0
"Gm6404",407,407,0
"Isl1",11465,2572,8893
"Gm29764",819,819,0
"4930435F18Rik",36084,1786,34298
"Parp8",175072,9225,165847
"Gm29767",12354,430,11924
"Gm6416",5860,1622,4238
"Gm18945",1092,1092,0
"Emb",53843,2622,51221
"Gm35144",741,741,0
"Gm6421",10974,842,10132
"Gm5200",1355,1355,0
"Hcn1",385095,14297,370798
"4933413L06Rik",13248,922,12326
"Gm18989",725,725,0
"LOC105245648",13000,1238,11762
"Gm9633",698,698,0
"Mrps30",7143,1590,5553
"1700003P14Rik",32462,994,31468
"Gm9098",1012,522,490
"Gm18361",880,880,0
"Gm10732",26832,1110,25722
"Gm16263",19520,6396,13124
"Fgf10",77875,4572,73303
"Nnt",73612,3526,70086
"Gm9777",2118,1903,215
"Paip1",32053,5430,26623
"4833420G17Rik",24106,4419,19687
"3110070M22Rik",1128,1128,0
"Gm7120",122421,2318,120103
"Ccl28",43809,5017,38792
"LOC105245649",58238,873,57365
"1700074H08Rik",1541,547,994
"Hmgcs1",17910,3676,14234
"Nim1k",45789,4103,41686
"LOC105245650",14489,1822,12667
"Zfp131",26529,4455,22074
"AF067063",2257,886,1371
"Gm21358",2020,1805,215
"Tcstv1",1399,876,523
"AF067061",1640,1110,530
"Gm21181",613,613,0
"B020031M17Rik",19496,1202,18294
"Gm20784",2261,2261,0
"Anxa2r",530,528,2
"Gm21370",920,920,0
"Gm36161",1334,566,768
"Gm36079",1119,1119,0
"Gm21188",17601,1790,15811
"Gm31544",2699,1043,1656
"LOC105245655",530,530,0
"Gm21378",2041,2041,0
"Gm20767",15090,1427,13663
"LOC105243816",471,471,0
"LOC105243610",3838,104,3734
"Gm21818",513,513,0
"Gm20763",2286,2058,228
"LOC105243592",4923,676,4247
"BC147527",8598,1805,6793
"LOC105243593",550,550,0
"Tcstv3",1400,878,522
"LOC105245661",7948,220,7728
"Gm2888",7750,746,7004
"Gm2897",36379,2699,33680
"Gm2904",1015,1015,0
"Gm10340",9876,723,9153
"Gm5795",8400,971,7429
"D830030K20Rik",26218,2484,23734
"LOC105242418",9180,1442,7738
"Gm17222",847,847,0
"Gm18565",1135,1135,0
"Gm4904",1220,1220,0
"1700110I01Rik",43430,1702,41728
"Gm36379",21766,2776,18990
"Gm10413",8442,993,7449
"Gm10409",21244,1990,19254
"Gm10408",9970,1573,8397
"Gm18569",1140,1140,0
"Gm8323",1287,1287,0
"Gm18572",1140,1140,0
"Gm8324",1286,1286,0
"Gm2977",59060,4368,54692
"Gm3012",21470,2455,19015
"LOC105245684",8063,615,7448
"Gm3020",20111,858,19253
"Gm3043",9107,710,8397
"Gm18567",1140,1140,0
"Gm2871",1287,1287,0
"Gm18571",1140,1140,0
"Gm2877",1286,1286,0
"Gm3050",57710,4373,53337
"Gm3002",15771,5217,10554
"Gm3033",10036,10036,0
"Gm18568",1135,1135,0
"Gm2907",1220,1220,0
"Gm3029",50976,1467,49509
"Gm3095",21435,2872,18563
"Gm32966",190668,1342,189326
"LOC105245659",9319,474,8845
"Gm5796",57971,4095,53876
"LOC105245658",9586,1139,8447
"Gm3115",3077,722,2355
